record_id,name,category,region,year,score,value
1001685,Carlos Lee,books,Eastern,2022,65,5853.63
1000930,Zeynep Nguyen,electronics,Southeastern,2022,65,1625.22
1001561,Noah Khan,electronics,Southeastern,2018,7,6814.59
1000262,Diego Celik,toys,Aegean,2015,46,5504.99
1001601,Zeynep Sahin,books,Black Sea,2018,59,9099.49
1001415,Mia Ozturk,books,Eastern,2015,87,2804.92
1000694,Ali Dubois,sports,Aegean,2016,24,6742.01
1000204,Yuki Khan,furniture,Aegean,2022,29,8487.17
1001444,Ayse Patel,electronics,Southeastern,2021,55,8554.16
1000371,Ayse Tanaka,furniture,Central,2018,43,6501.74
1001735,Carlos Tanaka,sports,Eastern,2017,18,5875.6
1000234,Lena Dubois,electronics,Southeastern,2020,9,3363.61
1001859,Layla Demir,automotive,Marmara,2020,62,6413.02
1000329,Amina Johnson,automotive,Aegean,2018,69,2783.94
1000189,Emre Celik,electronics,Aegean,2015,46,7920.06
1000220,Carlos Nguyen,toys,Marmara,2021,14,2508.59
1001136,Ivan Muller,electronics,Southeastern,2015,56,8812.36
1000766,Nina Johnson,food,Aegean,2024,17,636.01
1000457,Diego Celik,clothing,Southeastern,2021,8,9924.62
1000792,Noah Muller,automotive,Black Sea,2023,35,5530.05
1000927,Murat Garcia,toys,Eastern,2015,35,4196.89
1000370,Ayse Nguyen,electronics,Mediterranean,2021,54,5616.58
1000874,Mia Demir,sports,Aegean,2017,44,8981.14
1001311,Ayse Rossi,clothing,Southeastern,2018,69,9529.91
1001455,Elif Celik,books,Eastern,2021,51,7089.38
1000729,Nina Khan,food,Southeastern,2017,78,1053.26
1000717,Noah Patel,automotive,Mediterranean,2015,65,8831.26
1000805,Layla Demir,furniture,Marmara,2017,2,4985.94
1001728,Mia Kaya,electronics,Central,2015,9,4751.47
1001910,Fatma Ozturk,electronics,Black Sea,2019,79,3864.49
1000789,Mia Khan,books,Marmara,2019,80,1637.06
1000791,Amina Sahin,clothing,Mediterranean,2017,4,448.0
1001970,Amina Kaya,toys,Aegean,2022,4,8673.9
1000023,Amina Khan,furniture,Aegean,2020,98,1699.17
1000707,Ivan Patel,clothing,Central,2021,29,8924.34
1001286,Can Khan,clothing,Marmara,2020,40,9910.11
1001416,Layla Rossi,clothing,Aegean,2015,87,5369.23
1000544,Carlos Smith,books,Black Sea,2017,43,7478.15
1000571,Yuki Celik,books,Mediterranean,2016,37,8687.14
1001834,Mia Demir,automotive,Marmara,2021,99,3834.18
1000677,Carlos Khan,automotive,Mediterranean,2015,15,6721.82
1000782,Layla Yilmaz,food,Mediterranean,2019,60,6353.32
1000560,Mia Rossi,clothing,Black Sea,2015,34,4452.99
1001394,Can Dubois,automotive,Marmara,2017,26,787.89
1001903,Emre Khan,toys,Central,2022,81,7380.93
1000252,Murat Muller,clothing,Aegean,2015,37,9181.3
1000982,Ali Patel,clothing,Southeastern,2023,5,3493.85
1001731,Hassan Celik,toys,Mediterranean,2016,4,2317.52
1000576,Omar Garcia,sports,Southeastern,2022,90,6879.35
1001132,Ayse Demir,books,Eastern,2015,9,5031.04
1001996,Wei Johnson,automotive,Marmara,2020,15,9187.39
1000307,Lucas Sahin,sports,Eastern,2020,98,4091.81
1001942,Lucas Demir,sports,Eastern,2018,97,5667.29
1000155,Layla Demir,clothing,Black Sea,2017,10,4747.49
1001534,Mia Patel,clothing,Central,2015,88,5183.78
1000156,Sara Muller,food,Eastern,2016,43,8537.33
1000845,Ayse Johnson,toys,Mediterranean,2018,30,2636.56
1001333,Nina Nguyen,automotive,Central,2023,98,530.26
1001281,Mia Andersen,food,Southeastern,2019,75,5037.89
1001775,Hassan Garcia,books,Southeastern,2019,2,4592.74
1000333,Emre Silva,automotive,Black Sea,2018,97,9641.79
1001962,Amina Celik,toys,Marmara,2019,7,1455.91
1000768,Emre Nguyen,books,Eastern,2023,59,3224.63
1001174,Ayse Rossi,automotive,Eastern,2020,40,308.61
1001178,Emre Nguyen,toys,Southeastern,2021,5,2812.69
1001808,Hassan Dubois,clothing,Mediterranean,2023,100,6622.5
1001762,Omar Smith,clothing,Southeastern,2017,100,1029.62
1000292,Amina Lee,sports,Aegean,2019,79,5380.9
1000946,Noah Tanaka,clothing,Eastern,2020,42,4587.05
1000449,Layla Andersen,automotive,Mediterranean,2023,15,5769.3
1001814,Noah Dubois,electronics,Aegean,2020,14,7016.69
1001937,Ali Nguyen,toys,Black Sea,2024,14,6463.26
1001734,Can Celik,electronics,Central,2016,34,3360.03
1000351,Ivan Sahin,clothing,Central,2023,57,1250.66
1001410,Wei Nguyen,food,Central,2021,25,4026.68
1001351,Omar Rossi,electronics,Mediterranean,2024,85,6814.5
1000104,Zeynep Khan,toys,Marmara,2021,63,1144.73
1001448,Nina Rossi,automotive,Black Sea,2021,51,9706.91
1001798,Diego Nguyen,books,Black Sea,2017,82,314.39
1001336,Wei Smith,food,Marmara,2018,26,1728.2
1001056,Wei Kaya,toys,Marmara,2016,50,3718.98
1001114,Murat Celik,furniture,Mediterranean,2018,24,6738.28
1000256,Can Smith,food,Eastern,2024,59,721.73
1001892,Yuki Khan,food,Central,2020,50,3253.61
1000724,Emre Khan,food,Mediterranean,2024,82,284.32
1000931,Lena Patel,sports,Southeastern,2020,19,7717.1
1000983,Zeynep Sahin,clothing,Southeastern,2022,97,9935.5
1001258,Layla Khan,automotive,Eastern,2016,20,6505.57
1000400,Nina Rossi,electronics,Marmara,2021,30,8402.04
1001272,Nina Muller,clothing,Marmara,2015,70,5965.19
1000800,Ali Ozturk,food,Southeastern,2021,29,2703.24
1001438,Zeynep Arslan,electronics,Eastern,2017,27,1342.93
1001664,Hassan Celik,sports,Black Sea,2015,70,1641.68
1000995,Zeynep Kaya,furniture,Mediterranean,2016,91,9581.22
1001176,Omar Rossi,books,Mediterranean,2018,57,3945.47
1001748,Zeynep Rossi,food,Aegean,2017,51,5071.18
1000608,Ivan Arslan,toys,Marmara,2020,97,8348.13
1000739,Carlos Johnson,food,Southeastern,2018,53,5565.29
1001790,Amina Celik,toys,Mediterranean,2016,38,5697.32
1000492,Wei Johnson,clothing,Central,2017,96,7832.35
1000741,Omar Andersen,toys,Southeastern,2021,95,1466.74
1001927,Nina Celik,food,Southeastern,2022,6,1653.6
1001366,Carlos Silva,furniture,Marmara,2024,76,1971.92
1001634,Lucas Ozturk,sports,Marmara,2023,49,9780.49
1000077,Lena Yilmaz,furniture,Eastern,2019,29,8084.17
1001999,Emre Nguyen,automotive,Marmara,2023,93,9437.11
1000281,Hassan Arslan,books,Aegean,2016,58,1809.13
1000877,Omar Dubois,toys,Black Sea,2023,17,2146.69
1000451,Ivan Arslan,food,Marmara,2018,39,8759.74
1001887,Murat Kaya,books,Eastern,2020,58,9114.76
1001103,Priya Rossi,books,Mediterranean,2024,46,8249.99
1001941,Wei Muller,clothing,Marmara,2020,89,5696.03
1001984,Ayse Khan,clothing,Marmara,2018,54,8356.4
1000668,Layla Smith,toys,Southeastern,2024,70,7409.92
1000784,Zeynep Yilmaz,clothing,Central,2018,41,3236.78
1000876,Carlos Smith,food,Aegean,2024,20,4321.58
1000660,Priya Celik,toys,Mediterranean,2022,75,5748.75
1001490,Yuki Smith,books,Black Sea,2015,69,8537.53
1001868,Diego Silva,books,Eastern,2021,37,1516.34
1001240,Fatma Garcia,food,Marmara,2020,2,1116.27
1001357,Carlos Arslan,furniture,Black Sea,2020,95,3821.15
1000428,Diego Andersen,clothing,Central,2015,62,1134.93
1001185,Wei Sahin,sports,Aegean,2024,42,8014.53
1000040,Mia Johnson,automotive,Central,2021,90,9576.49
1000562,Diego Celik,books,Eastern,2020,70,4198.05
1000936,Lena Arslan,furniture,Central,2019,69,3259.26
1001256,Murat Dubois,books,Southeastern,2023,6,5121.82
1001051,Zeynep Demir,automotive,Eastern,2019,21,7062.01
1001363,Amina Celik,toys,Aegean,2019,59,2477.24
1000114,Wei Lee,toys,Central,2022,35,3135.26
1001948,Omar Johnson,toys,Mediterranean,2020,73,6536.53
1000012,Diego Yilmaz,clothing,Mediterranean,2018,21,4675.91
1001570,Hassan Kaya,food,Eastern,2015,39,1189.43
1000806,Lena Silva,sports,Southeastern,2022,48,4690.01
1001625,Ivan Silva,furniture,Aegean,2018,8,7494.51
1000631,Priya Patel,food,Eastern,2017,15,1411.73
1000922,Hassan Kaya,clothing,Black Sea,2017,81,4659.66
1001452,Mia Silva,furniture,Aegean,2022,5,9221.62
1000725,Wei Garcia,books,Aegean,2022,78,9927.49
1000684,Elif Nguyen,toys,Marmara,2016,10,637.2
1001890,Diego Nguyen,food,Central,2022,23,5135.3
1001592,Noah Muller,books,Eastern,2023,34,7247.87
1001250,Hassan Celik,food,Black Sea,2019,31,2173.18
1000622,Lucas Garcia,clothing,Marmara,2023,64,9111.62
1001208,Priya Lee,automotive,Black Sea,2022,15,8472.95
1000539,Mia Andersen,books,Central,2019,42,1450.74
1000469,Omar Smith,food,Eastern,2016,91,1042.22
1001851,Noah Demir,toys,Southeastern,2019,97,5949.9
1000854,Zeynep Patel,electronics,Mediterranean,2021,34,942.2
1000971,Noah Celik,automotive,Eastern,2016,19,7328.11
1001058,Zeynep Lee,furniture,Aegean,2020,31,5441.84
1000667,Diego Muller,electronics,Marmara,2019,26,6242.94
1001392,Mia Arslan,automotive,Marmara,2020,73,9622.23
1000324,Wei Johnson,automotive,Aegean,2018,36,5624.5
1000352,Fatma Andersen,automotive,Marmara,2023,58,8105.24
1001665,Hassan Sahin,furniture,Central,2024,5,9878.34
1000394,Can Demir,clothing,Marmara,2022,56,6483.94
1000321,Lucas Khan,automotive,Southeastern,2015,91,1466.88
1000664,Fatma Lee,electronics,Central,2022,14,6198.86
1001525,Priya Sahin,furniture,Marmara,2019,82,6997.65
1001275,Murat Nguyen,sports,Mediterranean,2015,59,3455.57
1001128,Carlos Tanaka,books,Aegean,2021,93,5040.69
1000211,Can Yilmaz,sports,Black Sea,2021,63,6109.45
1001355,Carlos Garcia,food,Central,2017,14,4597.14
1000656,Lena Garcia,automotive,Southeastern,2017,18,4185.77
1000626,Omar Johnson,automotive,Marmara,2016,23,8753.12
1001528,Ivan Celik,food,Marmara,2020,82,980.76
1001811,Murat Patel,automotive,Central,2018,99,8103.89
1000437,Priya Yilmaz,books,Southeastern,2023,24,3720.99
1000475,Emre Nguyen,toys,Eastern,2018,81,7507.11
1000223,Noah Rossi,clothing,Aegean,2016,19,2633.83
1000397,Sara Lee,electronics,Aegean,2020,3,9617.58
1001955,Elif Arslan,sports,Central,2021,75,7319.57
1001201,Emre Khan,automotive,Central,2022,17,987.43
1000908,Emre Ozturk,sports,Mediterranean,2024,74,7893.56
1001595,Yuki Celik,food,Eastern,2019,81,6378.99
1000624,Murat Andersen,automotive,Aegean,2016,100,5165.37
1000885,Ayse Khan,automotive,Eastern,2020,24,8535.23
1000135,Zeynep Smith,electronics,Southeastern,2019,74,498.25
1001617,Lena Sahin,food,Black Sea,2022,9,1220.21
1001960,Fatma Ozturk,electronics,Southeastern,2018,28,1004.16
1001016,Layla Lee,clothing,Eastern,2024,30,9254.75
1000964,Noah Silva,clothing,Central,2017,18,214.86
1001044,Carlos Ozturk,clothing,Mediterranean,2023,30,956.01
1001141,Mia Johnson,automotive,Mediterranean,2021,79,6796.55
1000014,Ali Kaya,toys,Black Sea,2019,9,2188.52
1000999,Lena Johnson,clothing,Southeastern,2016,36,7792.57
1000374,Yuki Lee,furniture,Black Sea,2018,43,3101.26
1001125,Noah Ozturk,electronics,Eastern,2022,87,1141.1
1001906,Amina Kaya,electronics,Aegean,2017,76,3824.09
1000633,Yuki Nguyen,clothing,Mediterranean,2021,100,3649.77
1001367,Ivan Garcia,clothing,Central,2018,7,6331.02
1001824,Omar Johnson,food,Eastern,2020,9,8736.31
1000699,Priya Andersen,clothing,Mediterranean,2024,47,8095.42
1001599,Emre Arslan,automotive,Eastern,2017,83,2891.96
1001090,Amina Johnson,food,Aegean,2023,60,7130.74
1001274,Noah Johnson,toys,Marmara,2015,97,6543.88
1000614,Wei Sahin,furniture,Eastern,2015,76,5095.37
1001908,Wei Patel,sports,Aegean,2018,82,8770.18
1001054,Amina Demir,books,Black Sea,2020,68,423.84
1000990,Sara Muller,sports,Central,2016,33,6577.34
1001689,Sara Johnson,sports,Southeastern,2021,87,2491.15
1001488,Elif Garcia,electronics,Mediterranean,2023,25,8485.63
1000362,Lucas Dubois,electronics,Aegean,2018,9,1098.78
1001009,Amina Yilmaz,toys,Mediterranean,2020,11,8426.86
1000555,Ivan Lee,sports,Eastern,2019,39,2451.49
1001518,Emre Silva,electronics,Aegean,2019,6,9466.58
1000516,Ali Rossi,food,Mediterranean,2015,87,3058.22
1001818,Ayse Demir,toys,Southeastern,2021,73,5510.6
1001162,Diego Dubois,furniture,Black Sea,2018,15,1584.48
1000399,Yuki Tanaka,toys,Black Sea,2017,89,7268.5
1000907,Ayse Kaya,sports,Central,2016,7,1177.88
1001283,Ayse Patel,automotive,Aegean,2023,68,1268.66
1000881,Lena Sahin,electronics,Southeastern,2020,53,9614.88
1000020,Nina Johnson,electronics,Eastern,2016,88,8858.52
1001862,Sara Johnson,automotive,Aegean,2018,81,1827.33
1000998,Amina Nguyen,sports,Southeastern,2021,89,9042.67
1001562,Lena Silva,electronics,Black Sea,2022,38,2893.73
1001111,Murat Yilmaz,electronics,Southeastern,2022,97,4368.92
1001791,Priya Muller,electronics,Marmara,2024,87,5156.62
1001669,Layla Silva,furniture,Eastern,2019,24,8321.61
1001485,Wei Tanaka,food,Southeastern,2018,29,2664.77
1001458,Wei Yilmaz,books,Eastern,2024,100,7994.79
1000906,Fatma Kaya,clothing,Aegean,2015,84,3554.95
1001549,Can Nguyen,automotive,Marmara,2020,1,6193.13
1000980,Sara Demir,books,Mediterranean,2017,76,7415.04
1000403,Diego Andersen,food,Marmara,2024,38,7999.95
1000150,Diego Patel,clothing,Black Sea,2023,62,3516.38
1001692,Ali Lee,food,Aegean,2024,83,3993.45
1000105,Noah Nguyen,clothing,Black Sea,2017,94,5264.77
1001100,Noah Kaya,sports,Central,2023,82,9368.6
1001647,Zeynep Yilmaz,furniture,Aegean,2017,99,7212.97
1001385,Yuki Lee,automotive,Eastern,2022,44,7939.17
1001794,Wei Demir,automotive,Mediterranean,2018,15,764.64
1001885,Mia Silva,toys,Aegean,2021,90,5613.16
1001233,Elif Tanaka,books,Marmara,2017,84,4823.01
1001457,Omar Khan,food,Mediterranean,2019,94,4174.52
1000125,Layla Garcia,food,Central,2024,80,696.22
1001229,Murat Nguyen,clothing,Southeastern,2017,51,548.02
1001364,Noah Ozturk,food,Eastern,2016,16,1529.73
1001337,Omar Yilmaz,books,Marmara,2022,56,8098.98
1001604,Can Sahin,furniture,Southeastern,2016,35,1511.95
1000390,Nina Sahin,furniture,Aegean,2024,68,2598.69
1000188,Carlos Demir,sports,Southeastern,2017,17,5447.59
1000569,Sara Khan,automotive,Southeastern,2015,90,6267.65
1001348,Hassan Dubois,automotive,Aegean,2018,18,7989.76
1000545,Ali Rossi,toys,Aegean,2016,91,6732.57
1001861,Carlos Lee,toys,Marmara,2022,24,2654.01
1001391,Carlos Andersen,food,Black Sea,2018,51,730.66
1001880,Diego Andersen,clothing,Mediterranean,2019,37,3481.22
1001974,Omar Lee,electronics,Aegean,2016,57,3673.45
1001380,Ivan Arslan,toys,Aegean,2020,33,3096.58
1000375,Elif Arslan,furniture,Eastern,2016,96,9994.76
1000525,Ali Garcia,automotive,Black Sea,2023,62,703.63
1001756,Omar Dubois,sports,Eastern,2015,13,1932.1
1000508,Nina Silva,toys,Black Sea,2016,75,1046.12
1001071,Can Sahin,toys,Central,2022,22,6223.82
1001161,Zeynep Arslan,food,Central,2019,83,1689.62
1001612,Omar Rossi,books,Mediterranean,2020,16,3668.53
1000115,Ali Celik,furniture,Central,2016,96,5404.52
1001551,Emre Tanaka,toys,Marmara,2016,56,4970.76
1001956,Noah Dubois,food,Central,2023,70,6451.19
1001596,Ivan Arslan,automotive,Aegean,2020,35,2118.59
1001134,Carlos Celik,books,Eastern,2023,99,4972.16
1000556,Can Tanaka,automotive,Aegean,2015,47,137.77
1000138,Murat Ozturk,toys,Black Sea,2022,37,6658.91
1001040,Ayse Arslan,automotive,Aegean,2021,48,1450.27
1000675,Emre Silva,food,Marmara,2020,29,8844.74
1000203,Diego Silva,electronics,Central,2024,40,3580.95
1001524,Emre Tanaka,automotive,Marmara,2019,87,4310.47
1000068,Lena Silva,books,Black Sea,2024,25,2621.5
1001462,Emre Sahin,furniture,Black Sea,2017,65,9489.04
1000415,Carlos Tanaka,toys,Black Sea,2020,56,8172.39
1000468,Sara Yilmaz,toys,Eastern,2017,7,4023.39
1001839,Can Yilmaz,electronics,Aegean,2022,24,2897.42
1001226,Omar Andersen,electronics,Mediterranean,2016,6,5182.29
1001167,Lucas Rossi,books,Black Sea,2017,31,1208.02
1001330,Ayse Johnson,furniture,Mediterranean,2019,25,8491.06
1001475,Lena Demir,toys,Southeastern,2015,95,3322.37
1001831,Carlos Yilmaz,automotive,Aegean,2019,93,513.19
1000404,Priya Yilmaz,books,Central,2017,49,7144.89
1000245,Omar Patel,furniture,Central,2024,57,4670.17
1000570,Nina Silva,books,Black Sea,2017,19,5708.71
1001650,Carlos Dubois,books,Aegean,2024,81,9943.61
1001371,Noah Khan,automotive,Eastern,2022,61,2756.25
1000423,Carlos Patel,food,Mediterranean,2023,89,4240.76
1001828,Sara Arslan,toys,Southeastern,2015,18,2121.71
1001504,Hassan Ozturk,electronics,Marmara,2023,84,3450.67
1001266,Ayse Andersen,electronics,Eastern,2023,38,4250.7
1001335,Elif Tanaka,furniture,Central,2016,74,8095.15
1000030,Ivan Smith,furniture,Marmara,2016,91,6347.29
1000778,Sara Patel,books,Black Sea,2020,34,3673.16
1000992,Lena Ozturk,toys,Mediterranean,2015,87,183.91
1000360,Omar Nguyen,food,Mediterranean,2021,30,2550.12
1000988,Elif Garcia,automotive,Black Sea,2020,68,6859.79
1001076,Emre Lee,sports,Marmara,2015,52,9316.65
1001356,Can Patel,furniture,Marmara,2018,89,2379.48
1000994,Noah Smith,sports,Central,2018,5,334.61
1000775,Wei Sahin,automotive,Southeastern,2015,23,4272.63
1001538,Lucas Khan,furniture,Central,2016,40,4124.09
1001969,Sara Nguyen,sports,Eastern,2017,16,5622.7
1000644,Elif Yilmaz,sports,Mediterranean,2023,27,6579.85
1001744,Layla Dubois,furniture,Southeastern,2021,25,779.46
1001203,Ayse Patel,sports,Eastern,2020,56,2900.68
1001779,Fatma Silva,books,Central,2018,5,4783.99
1000705,Elif Khan,electronics,Southeastern,2024,75,4110.43
1001471,Mia Dubois,electronics,Central,2020,13,130.54
1000977,Yuki Johnson,electronics,Eastern,2022,75,1773.72
1000832,Amina Kaya,toys,Mediterranean,2021,48,7962.28
1001925,Mia Smith,sports,Southeastern,2017,48,3381.54
1001042,Priya Andersen,electronics,Central,2017,15,8530.5
1000746,Mia Dubois,sports,Eastern,2024,8,9461.64
1001981,Can Yilmaz,automotive,Eastern,2019,83,7530.05
1000025,Omar Smith,electronics,Aegean,2024,11,947.88
1001197,Carlos Johnson,books,Marmara,2023,8,615.86
1001255,Priya Kaya,automotive,Southeastern,2022,97,1198.1
1001545,Nina Smith,clothing,Marmara,2020,18,5184.96
1001195,Ali Rossi,automotive,Marmara,2015,61,1418.6
1000434,Layla Smith,food,Eastern,2017,24,6440.1
1000058,Lucas Sahin,electronics,Central,2020,6,8998.45
1000467,Ayse Garcia,clothing,Southeastern,2019,12,6579.77
1001555,Emre Sahin,toys,Eastern,2021,1,3656.08
1001688,Layla Silva,food,Marmara,2020,29,5124.34
1000599,Wei Garcia,food,Southeastern,2020,48,2679.28
1001749,Nina Muller,electronics,Black Sea,2019,48,1068.25
1001691,Nina Dubois,toys,Central,2017,74,9928.02
1000317,Wei Demir,automotive,Central,2024,74,2352.45
1000604,Priya Ozturk,books,Black Sea,2020,81,9866.75
1001979,Diego Celik,electronics,Mediterranean,2020,4,8644.67
1001899,Omar Andersen,food,Eastern,2022,67,1349.04
1000625,Wei Celik,sports,Eastern,2018,59,9886.8
1001163,Elif Smith,sports,Black Sea,2022,72,9912.81
1000325,Ali Garcia,sports,Eastern,2018,89,7078.68
1000629,Layla Dubois,sports,Eastern,2016,48,8167.33
1000597,Emre Garcia,books,Black Sea,2017,95,2660.39
1000743,Mia Muller,electronics,Aegean,2021,82,152.37
1001915,Murat Ozturk,automotive,Central,2016,45,6999.29
1000760,Mia Muller,books,Mediterranean,2017,61,3207.03
1001500,Priya Garcia,automotive,Eastern,2017,74,1461.72
1000054,Sara Khan,automotive,Central,2015,12,6378.78
1001552,Zeynep Khan,clothing,Black Sea,2016,63,168.41
1001069,Priya Khan,automotive,Black Sea,2019,73,1406.22
1000304,Layla Patel,sports,Black Sea,2015,12,9456.86
1001920,Ali Muller,electronics,Central,2022,53,2290.75
1000074,Elif Garcia,sports,Aegean,2021,75,6105.34
1001218,Mia Yilmaz,electronics,Southeastern,2018,21,3945.79
1000564,Ivan Patel,furniture,Black Sea,2019,11,4008.17
1001837,Ali Smith,books,Mediterranean,2015,30,4188.94
1001645,Wei Khan,books,Mediterranean,2017,4,5912.45
1001668,Ayse Yilmaz,sports,Black Sea,2016,39,8749.51
1000678,Layla Smith,furniture,Marmara,2020,49,9166.82
1001554,Lucas Ozturk,sports,Marmara,2022,85,8408.8
1001982,Emre Nguyen,books,Marmara,2019,48,385.46
1000702,Lena Patel,automotive,Black Sea,2020,100,3123.87
1001306,Carlos Andersen,furniture,Black Sea,2023,97,5093.27
1001317,Sara Silva,furniture,Mediterranean,2023,41,8850.04
1001007,Zeynep Lee,furniture,Marmara,2021,89,8197.15
1001579,Ivan Dubois,toys,Central,2022,98,2099.59
1000152,Ali Andersen,food,Aegean,2021,6,3249.63
1000676,Diego Muller,toys,Central,2019,28,9507.1
1001427,Murat Dubois,toys,Eastern,2021,87,9252.15
1001978,Diego Nguyen,food,Marmara,2017,90,7071.51
1000431,Priya Nguyen,toys,Marmara,2019,6,8120.03
1001865,Priya Johnson,sports,Marmara,2020,70,7210.64
1001778,Nina Lee,clothing,Marmara,2019,19,9958.56
1000291,Priya Smith,toys,Mediterranean,2019,11,2580.74
1001726,Emre Dubois,toys,Mediterranean,2021,31,5805.92
1000846,Omar Yilmaz,food,Mediterranean,2018,94,864.22
1000751,Mia Andersen,furniture,Mediterranean,2015,95,7065.15
1000347,Ali Sahin,automotive,Aegean,2022,96,9888.51
1001606,Lena Yilmaz,furniture,Aegean,2022,98,5671.66
1001188,Ali Yilmaz,automotive,Aegean,2019,90,8532.27
1000538,Murat Khan,toys,Marmara,2020,91,9424.1
1000299,Lena Dubois,clothing,Central,2020,94,9880.44
1000213,Murat Garcia,automotive,Mediterranean,2019,6,2282.91
1000255,Carlos Khan,food,Marmara,2019,31,3081.1
1000878,Ayse Andersen,furniture,Southeastern,2017,40,6915.78
1000902,Murat Sahin,furniture,Marmara,2024,98,2605.55
1001289,Hassan Demir,books,Mediterranean,2020,9,8716.35
1001347,Yuki Arslan,clothing,Eastern,2023,33,3618.02
1001770,Nina Ozturk,sports,Eastern,2020,43,3970.77
1001973,Priya Garcia,furniture,Black Sea,2020,48,1871.98
1001635,Ayse Arslan,food,Mediterranean,2015,29,3983.29
1001872,Nina Khan,toys,Aegean,2021,75,422.7
1000600,Omar Nguyen,books,Black Sea,2015,82,5876.81
1000123,Yuki Garcia,books,Aegean,2016,72,7667.23
1001715,Sara Muller,books,Mediterranean,2021,55,2077.04
1000899,Mia Lee,food,Marmara,2017,43,5697.8
1001620,Lucas Dubois,toys,Aegean,2018,50,4244.31
1001760,Zeynep Ozturk,electronics,Mediterranean,2020,61,5872.69
1001472,Priya Tanaka,clothing,Marmara,2024,16,8702.28
1000248,Priya Khan,books,Central,2016,98,1686.93
1001786,Lucas Nguyen,electronics,Mediterranean,2015,99,4266.67
1000533,Lena Rossi,electronics,Eastern,2020,73,5679.14
1001614,Emre Silva,clothing,Eastern,2019,80,8193.05
1000145,Murat Nguyen,books,Eastern,2017,64,9332.33
1001958,Yuki Celik,clothing,Southeastern,2023,76,6483.17
1000963,Ivan Arslan,clothing,Black Sea,2017,25,5598.12
1001065,Ayse Arslan,electronics,Central,2021,88,5459.66
1000833,Can Dubois,sports,Mediterranean,2015,94,796.77
1001466,Lena Demir,furniture,Black Sea,2022,87,7628.52
1001649,Carlos Silva,electronics,Eastern,2021,31,2167.12
1000144,Omar Lee,electronics,Mediterranean,2021,12,2324.31
1001476,Layla Smith,automotive,Black Sea,2024,11,3548.16
1001329,Yuki Dubois,clothing,Marmara,2024,17,7484.39
1001793,Hassan Sahin,furniture,Eastern,2017,39,6318.94
1000679,Murat Tanaka,sports,Mediterranean,2019,4,9121.31
1001238,Layla Sahin,automotive,Black Sea,2015,15,1744.28
1000228,Nina Yilmaz,sports,Black Sea,2022,5,663.15
1001314,Diego Tanaka,toys,Southeastern,2018,75,8421.93
1001025,Murat Dubois,food,Southeastern,2017,3,8807.43
1001331,Elif Lee,sports,Eastern,2023,59,119.35
1001983,Can Patel,clothing,Eastern,2020,95,1851.21
1000496,Yuki Celik,furniture,Eastern,2023,1,535.93
1000909,Emre Nguyen,toys,Marmara,2016,99,3062.72
1001236,Murat Demir,furniture,Southeastern,2015,27,4862.58
1001802,Omar Nguyen,books,Mediterranean,2021,2,5846.75
1000941,Diego Kaya,books,Black Sea,2015,12,4321.58
1000945,Layla Patel,furniture,Aegean,2017,79,2654.46
1001895,Omar Johnson,automotive,Black Sea,2018,22,2955.65
1000424,Can Rossi,books,Marmara,2018,85,6679.8
1000064,Ali Smith,electronics,Eastern,2018,52,3349.47
1000133,Priya Tanaka,sports,Mediterranean,2023,64,4433.37
1001616,Priya Yilmaz,electronics,Southeastern,2017,100,6592.3
1000272,Priya Nguyen,toys,Black Sea,2015,94,8712.5
1001909,Nina Arslan,electronics,Black Sea,2016,63,5621.04
1000410,Wei Lee,furniture,Mediterranean,2023,22,6883.94
1001784,Amina Nguyen,clothing,Black Sea,2021,13,1472.1
1001598,Noah Sahin,automotive,Marmara,2022,24,4647.5
1000491,Ayse Demir,clothing,Black Sea,2020,67,5219.99
1001747,Elif Patel,automotive,Central,2019,16,9275.66
1000938,Carlos Lee,books,Aegean,2023,45,5538.17
1000331,Ali Kaya,furniture,Eastern,2018,7,1091.86
1000396,Priya Andersen,automotive,Central,2015,10,6875.16
1001048,Wei Khan,electronics,Black Sea,2023,51,4844.29
1001131,Murat Celik,sports,Black Sea,2022,30,6320.24
1000798,Hassan Patel,sports,Marmara,2021,38,6009.74
1001683,Diego Silva,sports,Eastern,2024,13,9953.1
1001232,Wei Dubois,sports,Southeastern,2016,56,5389.79
1001362,Elif Ozturk,sports,Marmara,2015,87,1458.57
1000759,Nina Lee,electronics,Eastern,2019,32,2943.88
1000187,Ivan Arslan,furniture,Southeastern,2018,43,7765.47
1000967,Priya Dubois,food,Mediterranean,2017,59,5142.7
1001282,Lucas Nguyen,automotive,Eastern,2021,21,1528.88
1001766,Amina Demir,clothing,Black Sea,2018,85,9940.47
1001844,Noah Silva,automotive,Central,2016,27,9128.38
1000512,Fatma Sahin,books,Aegean,2016,22,4550.26
1001783,Ivan Arslan,sports,Central,2016,39,5709.42
1000666,Priya Garcia,electronics,Black Sea,2021,54,9570.39
1000047,Ali Johnson,food,Aegean,2019,59,3229.84
1000838,Nina Muller,clothing,Mediterranean,2024,57,9340.91
1001739,Omar Yilmaz,toys,Mediterranean,2018,85,6505.98
1001585,Nina Yilmaz,clothing,Black Sea,2023,50,5668.17
1001985,Omar Patel,electronics,Black Sea,2024,82,7134.14
1001031,Murat Khan,books,Mediterranean,2020,98,9868.16
1001270,Fatma Garcia,books,Marmara,2023,43,3960.55
